,comm_id,leg_id
2923,SSCM,D000622
2924,SSCM,T000464
2925,SSCM,S001191
2926,SSCM,R000608
2927,SSCM28,C001098
2928,SSCM28,T000250
2929,SSCM28,B000575
2930,SSCM28,M000934
2931,SSCM28,G000562
2932,SSCM28,B001243
2933,SSCM28,C001047
2934,SSCM28,L000577
2935,SSCM28,W000437
2936,SSCM28,S001191
2937,SSCM28,S001194
2938,SSCM28,U000039
2939,SSCM28,P000595
2940,SSCM28,D000622
2941,SSCM28,T000464
2942,SSCM28,R000608
2943,SSCM28,C000127
2944,SSCM29,M000934
2945,SSCM29,T000250
2946,SSCM29,F000463
2947,SSCM29,S001198
2948,SSCM29,B001243
2949,SSCM29,C001047
2950,SSCM29,L000577
2951,SSCM29,J000293
2952,SSCM29,Y000064
2953,SSCM29,W000437
2954,SSCM29,B001277
2955,SSCM29,K000367
2956,SSCM29,S001194
2957,SSCM29,M000133
2958,SSCM29,U000039
2959,SSCM29,B001230
2960,SSCM29,S001191
2961,SSCM29,R000608
2962,SSCM29,C000127
2963,SSCM30,G000562
2964,SSCM30,C001098
2965,SSCM30,S001198
2966,SSCM30,J000293
2967,SSCM30,S001217
2968,SSCM30,W000437
2969,SSCM30,B001230
2970,SSCM30,B001277
2971,SSCM30,S001194
2972,SSCM30,P000595
2973,SSCM30,C000127
2974,SSCM32,F000463
2975,SSCM32,T000250
2976,SSCM32,B000575
2977,SSCM32,M000934
2978,SSCM32,G000562
2979,SSCM32,C001047
2980,SSCM32,Y000064
2981,SSCM32,S001217
2982,SSCM32,W000437
2983,SSCM32,D000622
2984,SSCM32,K000367
2985,SSCM32,B001277
2986,SSCM32,M000133
2987,SSCM32,U000039
2988,SSCM32,P000595
2989,SSCM32,B001230
2990,SSCM32,C000127
2991,SSCM26,T000250
2992,SSCM26,B000575
2993,SSCM26,C001098
2994,SSCM26,F000463
2995,SSCM26,M000934
2996,SSCM26,S001198
2997,SSCM26,G000562
2998,SSCM26,B001243
2999,SSCM26,C001047
3000,SSCM26,L000577
3001,SSCM26,J000293
3002,SSCM26,Y000064
3003,SSCM26,S001217
3004,SSCM26,W000437
3005,SSCM26,S001194
3006,SSCM26,K000367
3007,SSCM26,B001277
3008,SSCM26,M000133
3009,SSCM26,U000039
3010,SSCM26,P000595
3011,SSCM26,B001230
3012,SSCM26,D000622
3013,SSCM26,T000464
3014,SSCM26,S001191
3015,SSCM26,R000608
3016,SSCM26,C000127
3017,SSEG,M001153
3018,SSEG,B001261
3019,SSEG,R000584
3020,SSEG,L000577
3021,SSEG,D000618
3022,SSEG,C001075
3023,SSEG,G000562
3024,SSEG,H001079
3025,SSEG,M001197
3026,SSEG,A000360
3027,SSEG,H001061
3028,SSEG,M001183
3029,SSEG,W000779
3030,SSEG,C000127
3031,SSEG,S000033
3032,SSEG,S000770
3033,SSEG,H001046
3034,SSEG,H001042
3035,SSEG,K000383
3036,SSEG,C001113
3037,SSEG01,C001075
3038,SSEG01,R000584
3039,SSEG01,L000577
3040,SSEG01,D000618
3041,SSEG01,G000562
3042,SSEG01,H001079
3043,SSEG01,M001197
3044,SSEG01,A000360
3045,SSEG01,H001061
3046,SSEG01,M001153
3047,SSEG01,H001046
3048,SSEG01,W000779
3049,SSEG01,C000127
3050,SSEG01,S000033
3051,SSEG01,S000770
3052,SSEG01,H001042
3053,SSEG01,K000383
3054,SSEG01,C001113
3055,SSEG01,M001183
3056,SSEG03,L000577
3057,SSEG03,B001261
3058,SSEG03,R000584
3059,SSEG03,D000618
3060,SSEG03,C001075
3061,SSEG03,G000562
3062,SSEG03,H001079
3063,SSEG03,M001197
3064,SSEG03,H001061
3065,SSEG03,M001153
3066,SSEG03,W000779
3067,SSEG03,C000127
3068,SSEG03,S000770
3069,SSEG03,H001046
3070,SSEG03,H001042
3071,SSEG03,K000383
3072,SSEG03,C001113
3073,SSEG03,M001183
3074,SSEG04,D000618
3075,SSEG04,B001261
3076,SSEG04,L000577
3077,SSEG04,G000562
3078,SSEG04,H001079
3079,SSEG04,A000360
3080,SSEG04,H001061
3081,SSEG04,M001153
3082,SSEG04,K000383
3083,SSEG04,S000033
3084,SSEG04,S000770
3085,SSEG04,H001046
3086,SSEG04,H001042
3087,SSEG04,M001183
3088,SSEG07,M001197
3089,SSEG07,B001261
3090,SSEG07,R000584
3091,SSEG07,C001075
3092,SSEG07,G000562
3093,SSEG07,A000360
3094,SSEG07,M001153
3095,SSEG07,C001113
3096,SSEG07,W000779
3097,SSEG07,C000127
3098,SSEG07,S000033
3099,SSEG07,M001183
3100,SSEV,B001261
3101,SSEV,I000024
3102,SSEV,C001047
3103,SSEV,C001096
3104,SSEV,B001310
3105,SSEV,R000605
3106,SSEV,S001198
3107,SSEV,B001236
3108,SSEV,W000437
3109,SSEV,S000320
3110,SSEV,E000295
3111,SSEV,C000174
3112,SSEV,C000141
3113,SSEV,S000033
3114,SSEV,W000802
3115,SSEV,M001176
3116,SSEV,G000555
3117,SSEV,B001288
3118,SSEV,M000133
3119,SSEV,D000622
3120,SSEV,V000128
3121,SSEV08,C001047
3122,SSEV08,I000024
3123,SSEV08,C001096
3124,SSEV08,B001310
3125,SSEV08,R000605
3126,SSEV08,S001198
3127,SSEV08,B001236
3128,SSEV08,W000437
3129,SSEV08,S000320
3130,SSEV08,B001261
3131,SSEV08,C000141
3132,SSEV08,S000033
3133,SSEV08,W000802
3134,SSEV08,M001176
3135,SSEV08,G000555
3136,SSEV08,B001288
3137,SSEV08,M000133
3138,SSEV08,V000128
3139,SSEV08,C000174
3140,SSEV09,R000605
3141,SSEV09,I000024
3142,SSEV09,S000320
3143,SSEV09,E000295
3144,SSEV09,B001261
3145,SSEV09,B001288
3146,SSEV09,G000555
3147,SSEV09,M000133
3148,SSEV09,C000174
3149,SSEV10,B001310
3150,SSEV10,I000024
3151,SSEV10,C001047
3152,SSEV10,C001096
3153,SSEV10,R000605
3154,SSEV10,S001198
3155,SSEV10,B001236
3156,SSEV10,W000437
3157,SSEV10,E000295
3158,SSEV10,B001261
3159,SSEV10,W000802
3160,SSEV10,C000141
3161,SSEV10,S000033
3162,SSEV10,M001176
3163,SSEV10,G000555
3164,SSEV10,B001288
3165,SSEV10,M000133
3166,SSEV10,D000622
3167,SSEV10,C000174
3168,SSEV15,C001096
3169,SSEV15,C001047
3170,SSEV15,B001310
3171,SSEV15,S001198
3172,SSEV15,B001236
3173,SSEV15,W000437
3174,SSEV15,S000320
3175,SSEV15,B001261
3176,SSEV15,D000622
3177,SSEV15,C000141
3178,SSEV15,S000033
3179,SSEV15,W000802
3180,SSEV15,M001176
3181,SSEV15,V000128
3182,SSEV15,C000174
3183,SSFI,G000386
3184,SSFI,C000880
3185,SSFI,R000307
3186,SSFI,E000285
3187,SSFI,C001056
3188,SSFI,T000250
3189,SSFI,B001135
3190,SSFI,I000055
3191,SSFI,P000449
3192,SSFI,T000461
3193,SSFI,S001184
3194,SSFI,C001075
3195,SSFI,L000575
3196,SSFI,D000618
3197,SSFI,Y000064
3198,SSFI,W000779
3199,SSFI,S000770
3200,SSFI,C000127
3201,SSFI,M000639
3202,SSFI,C000174
3203,SSFI,C000141
3204,SSFI,B000944
3205,SSFI,B001267
3206,SSFI,C001070
3207,SSFI,W000805
3208,SSFI,W000802
3209,SSFI,H001076
3210,SSFI,C001113
3211,SSFI02,P000449
3212,SSFI02,G000386
3213,SSFI02,C001075
3214,SSFI02,L000575
3215,SSFI02,Y000064
3216,SSFI02,B000944
3217,SSFI02,B001267
3218,SSFI02,C001070
3219,SSFI02,C001113
3220,SSFI02,W000779
3221,SSFI10,T000461
3222,SSFI10,G000386
3223,SSFI10,R000307
3224,SSFI10,E000285
3225,SSFI10,T000250
3226,SSFI10,B001135
3227,SSFI10,I000055
3228,SSFI10,S001184
3229,SSFI10,C001075
3230,SSFI10,L000575
3231,SSFI10,D000618
3232,SSFI10,Y000064
3233,SSFI10,S000770
3234,SSFI10,C000127
3235,SSFI10,M000639
3236,SSFI10,C000174
3237,SSFI10,C000141
3238,SSFI10,B000944
3239,SSFI10,C001070
3240,SSFI10,W000805
3241,SSFI10,W000802
3242,SSFI10,H001076
3243,SSFI10,C001113
3244,SSFI10,W000779
3245,SSFI11,T000250
3246,SSFI11,C000880
3247,SSFI11,E000285
3248,SSFI11,C001056
3249,SSFI11,B001135
3250,SSFI11,I000055
3251,SSFI11,P000449
3252,SSFI11,T000461
3253,SSFI11,W000805
3254,SSFI11,M000639
3255,SSFI11,C000174
3256,SSFI11,C000141
3257,SSFI11,B001267
3258,SSFI11,W000802
3259,SSFI11,W000779
3260,SSFI12,S001184
3261,SSFI12,G000386
3262,SSFI12,C000880
3263,SSFI12,R000307
3264,SSFI12,E000285
3265,SSFI12,C001056
3266,SSFI12,B001135
3267,SSFI12,D000618
3268,SSFI12,B001267
3269,SSFI12,W000779
3270,SSFI12,C000127
3271,SSFI12,C000174
3272,SSFI12,W000802
3273,SSFI12,H001076
3274,SSFI13,C001056
3275,SSFI13,C000880
3276,SSFI13,R000307
3277,SSFI13,T000250
3278,SSFI13,I000055
3279,SSFI13,P000449
3280,SSFI13,T000461
3281,SSFI13,S001184
3282,SSFI13,C001075
3283,SSFI13,D000618
3284,SSFI13,Y000064
3285,SSFI13,G000386
3286,SSFI13,C001070
3287,SSFI13,W000779
3288,SSFI13,S000770
3289,SSFI13,C000127
3290,SSFI13,M000639
3291,SSFI13,C000141
3292,SSFI13,B000944
3293,SSFI13,W000805
3294,SSFI13,C001113
3295,SSFI14,C001075
3296,SSFI14,S001184
3297,SSFI14,L000575
3298,SSFI14,H001076
3299,SSFI14,W000779
3300,SSFR,R000584
3301,SSFR,R000595
3302,SSFR,J000293
3303,SSFR,G000562
3304,SSFR,R000615
3305,SSFR,G000359
3306,SSFR,I000055
3307,SSFR,B001261
3308,SSFR,P000449
3309,SSFR,P000603
3310,SSFR,Y000064
3311,SSFR,C001098
3312,SSFR,M000639
3313,SSFR,C000141
3314,SSFR,S001181
3315,SSFR,C001088
3316,SSFR,U000039
3317,SSFR,M001169
3318,SSFR,K000384
3319,SSFR,M000133
3320,SSFR,M001176
3321,SSFR,B001288
3322,SSFR01,J000293
3323,SSFR01,B001261
3324,SSFR01,P000449
3325,SSFR01,P000603
3326,SSFR01,R000615
3327,SSFR01,R000584
3328,SSFR01,S001181
3329,SSFR01,M001169
3330,SSFR01,C000141
3331,SSFR01,C001088
3332,SSFR01,M000639
3333,SSFR02,G000562
3334,SSFR02,R000595
3335,SSFR02,J000293
3336,SSFR02,I000055
3337,SSFR02,Y000064
3338,SSFR02,R000584
3339,SSFR02,M000133
3340,SSFR02,C001088
3341,SSFR02,M001176
3342,SSFR02,U000039
3343,SSFR02,M000639
3344,SSFR06,R000595
3345,SSFR06,P000449
3346,SSFR06,C001098
3347,SSFR06,G000562
3348,SSFR06,B001261
3349,SSFR06,R000584
3350,SSFR06,C000141
3351,SSFR06,U000039
3352,SSFR06,S001181
3353,SSFR06,K000384
3354,SSFR06,M000639
3355,SSFR07,R000615
3356,SSFR07,C001098
3357,SSFR07,G000359
3358,SSFR07,G000562
3359,SSFR07,P000603
3360,SSFR07,R000584
3361,SSFR07,M001169
3362,SSFR07,C000141
3363,SSFR07,S001181
3364,SSFR07,K000384
3365,SSFR07,M000639
3366,SSFR09,G000359
3367,SSFR09,I000055
3368,SSFR09,P000449
3369,SSFR09,J000293
3370,SSFR09,C001098
3371,SSFR09,R000584
3372,SSFR09,K000384
3373,SSFR09,C001088
3374,SSFR09,B001288
3375,SSFR09,M001169
3376,SSFR09,M000639
3377,SSFR14,I000055
3378,SSFR14,Y000064
3379,SSFR14,P000603
3380,SSFR14,P000449
3381,SSFR14,R000595
3382,SSFR14,R000584
3383,SSFR14,B001288
3384,SSFR14,M000133
3385,SSFR14,M001176
3386,SSFR14,U000039
3387,SSFR14,M000639
3388,SSFR15,Y000064
3389,SSFR15,R000615
3390,SSFR15,P000603
3391,SSFR15,B001261
3392,SSFR15,G000359
3393,SSFR15,R000584
3394,SSFR15,M001176
3395,SSFR15,U000039
3396,SSFR15,M000133
3397,SSFR15,B001288
3398,SSFR15,M000639
3399,SSGA,J000293
3400,SSGA,P000449
3401,SSGA,P000603
3402,SSGA,L000575
3403,SSGA,R000615
3404,SSGA,S001217
3405,SSGA,E000285
3406,SSGA,H001089
3407,SSGA,P000595
3408,SSGA,C000174
3409,SSGA,H001076
3410,SSGA,H001075
3411,SSGA,S001191
3412,SSGA,R000608
3413,SSGA01,P000449
3414,SSGA01,P000603
3415,SSGA01,L000575
3416,SSGA01,R000615
3417,SSGA01,H001089
3418,SSGA01,J000293
3419,SSGA01,C000174
3420,SSGA01,H001076
3421,SSGA01,H001075
3422,SSGA01,R000608
3423,SSGA18,P000603
3424,SSGA18,S001217
3425,SSGA18,E000285
3426,SSGA18,H001089
3427,SSGA18,J000293
3428,SSGA18,H001076
3429,SSGA18,H001075
3430,SSGA18,S001191
3431,SSGA19,L000575
3432,SSGA19,P000449
3433,SSGA19,R000615
3434,SSGA19,S001217
3435,SSGA19,E000285
3436,SSGA19,J000293
3437,SSGA19,S001191
3438,SSGA19,C000174
3439,SSGA19,R000608
3440,SSHR,A000360
3441,SSHR,E000285
3442,SSHR,B001135
3443,SSHR,I000055
3444,SSHR,P000603
3445,SSHR,C001035
3446,SSHR,C001075
3447,SSHR,R000307
3448,SSHR,M001153
3449,SSHR,S001184
3450,SSHR,R000615
3451,SSHR,B001310
3452,SSHR,M001111
3453,SSHR,S000033
3454,SSHR,C001070
3455,SSHR,B001230
3456,SSHR,M001169
3457,SSHR,W000817
3458,SSHR,K000384
3459,SSHR,H001076
3460,SSHR,S001203
3461,SSHR,J000300
3462,SSHR,R000608
3463,SSHR09,P000603
3464,SSHR09,M001153
3465,SSHR09,B001135
3466,SSHR09,C001075
3467,SSHR09,R000307
3468,SSHR09,S001184
3469,SSHR09,R000615
3470,SSHR09,A000360
3471,SSHR09,C001070
3472,SSHR09,S000033
3473,SSHR09,M001169
3474,SSHR09,K000384
3475,SSHR09,H001076
3476,SSHR09,S001203
3477,SSHR09,M001111
3478,SSHR11,I000055
3479,SSHR11,S001184
3480,SSHR11,P000603
3481,SSHR11,R000615
3482,SSHR11,B001310
3483,SSHR11,B001135
3484,SSHR11,C001075
3485,SSHR11,A000360
3486,SSHR11,B001230
3487,SSHR11,C001070
3488,SSHR11,W000817
3489,SSHR11,S001203
3490,SSHR11,J000300
3491,SSHR11,R000608
3492,SSHR11,M001111
3493,SSHR12,E000285
3494,SSHR12,B001135
3495,SSHR12,C001035
3496,SSHR12,C001075
3497,SSHR12,R000307
3498,SSHR12,R000615
3499,SSHR12,B001310
3500,SSHR12,M001153
3501,SSHR12,S001184
3502,SSHR12,A000360
3503,SSHR12,S000033
3504,SSHR12,B001230
3505,SSHR12,M001169
3506,SSHR12,W000817
3507,SSHR12,K000384
3508,SSHR12,H001076
3509,SSHR12,J000300
3510,SSHR12,R000608
3511,SSHR12,M001111
3512,SSJU,G000359
3513,SSJU,G000386
3514,SSJU,C001056
3515,SSJU,L000577
3516,SSJU,C001098
3517,SSJU,S001197
3518,SSJU,H001089
3519,SSJU,T000476
3520,SSJU,E000295
3521,SSJU,C000880
3522,SSJU,K000393
3523,SSJU,B001243
3524,SSJU,F000062
3525,SSJU,L000174
3526,SSJU,D000563
3527,SSJU,W000802
3528,SSJU,K000367
3529,SSJU,C001088
3530,SSJU,B001277
3531,SSJU,H001042
3532,SSJU,B001288
3533,SSJU,H001075
3534,SSJU01,L000577
3535,SSJU01,G000386
3536,SSJU01,H001089
3537,SSJU01,C000880
3538,SSJU01,B001243
3539,SSJU01,K000367
3540,SSJU01,L000174
3541,SSJU01,B001277
3542,SSJU01,B001288
3543,SSJU04,C001056
3544,SSJU04,G000359
3545,SSJU04,G000386
3546,SSJU04,L000577
3547,SSJU04,C001098
3548,SSJU04,H001089
3549,SSJU04,T000476
3550,SSJU04,E000295
3551,SSJU04,K000393
3552,SSJU04,D000563
3553,SSJU04,F000062
3554,SSJU04,L000174
3555,SSJU04,K000367
3556,SSJU04,C001088
3557,SSJU04,B001277
3558,SSJU04,H001042
3559,SSJU04,B001288
3560,SSJU21,C001098
3561,SSJU21,C001056
3562,SSJU21,L000577
3563,SSJU21,S001197
3564,SSJU21,C000880
3565,SSJU21,B001243
3566,SSJU21,H001042
3567,SSJU21,D000563
3568,SSJU21,W000802
3569,SSJU21,C001088
3570,SSJU21,H001075
3571,SSJU22,H001089
3572,SSJU22,G000359
3573,SSJU22,C001056
3574,SSJU22,C001098
3575,SSJU22,T000476
3576,SSJU22,E000295
3577,SSJU22,K000393
3578,SSJU22,W000802
3579,SSJU22,F000062
3580,SSJU22,D000563
3581,SSJU22,K000367
3582,SSJU22,C001088
3583,SSJU22,B001288
3584,SSJU25,S001197
3585,SSJU25,G000386
3586,SSJU25,T000476
3587,SSJU25,E000295
3588,SSJU25,C000880
3589,SSJU25,K000393
3590,SSJU25,B001277
3591,SSJU25,L000174
3592,SSJU25,W000802
3593,SSJU25,K000367
3594,SSJU25,H001042
3595,SSRA,B000575
3596,SSRA,M000355
3597,SSRA,A000360
3598,SSRA,R000307
3599,SSRA,S000320
3600,SSRA,C001098
3601,SSRA,C001047
3602,SSRA,W000437
3603,SSRA,F000463
3604,SSRA,H001079
3605,SSRA,K000367
3606,SSRA,F000062
3607,SSRA,S000148
3608,SSRA,D000563
3609,SSRA,U000039
3610,SSRA,W000805
3611,SSRA,L000174
3612,SSRA,K000383
3613,SSRA,C001113
3614,SSSB,R000595
3615,SSSB,R000584
3616,SSSB,P000603
3617,SSSB,S001184
3618,SSSB,E000295
3619,SSSB,I000024
3620,SSSB,Y000064
3621,SSSB,K000393
3622,SSSB,R000615
3623,SSSB,H001089
3624,SSSB,C000141
3625,SSSB,C000127
3626,SSSB,S001181
3627,SSSB,M000133
3628,SSSB,B001288
3629,SSSB,C001088
3630,SSSB,H001042
3631,SSSB,D000622
3632,SSSB,R000608
3633,SSVA,I000055
3634,SSVA,M000934
3635,SSVA,B001236
3636,SSVA,C001075
3637,SSVA,R000605
3638,SSVA,T000476
3639,SSVA,S001198
3640,SSVA,B001243
3641,SSVA,C001096
3642,SSVA,T000464
3643,SSVA,M001111
3644,SSVA,S000033
3645,SSVA,B000944
3646,SSVA,B001277
3647,SSVA,H001042
3648,SSVA,M001183
3649,SSVA,S001191
3650,HSCN,C001066
3651,HSCN,L000570
3652,HSCN,B001278
3653,HSCN,B001285
3654,HSCN,H001068
3655,HSCN,M001200
3656,HSCN,L000593
3657,HSCN,C001117
3658,HSCN,N000191
3659,HSCN,G000577
3660,HSCN,G000568
3661,HSCN,P000609
3662,HSCN,C001103
3663,HSCN,M001205
3664,HSCN,A000377
3665,HSMH,K000381
3666,HSMH,C001061
3667,HSMH,D000617
3668,HSMH,L000397
3669,HSMH,P000607
3670,HSMH,S001205
3671,HSMH,G000560
3672,HSMH,W000810
3673,HSMH,B001284
3674,HSMH,D000619
3675,HSMH,N000189
3676,HSMH,T000480
3677,HSED07,B001278
3678,HSED07,G000551
3679,HSED07,F000455
3680,HSED07,S001216
3681,HSED07,H001081
3682,HSED07,T000483
3683,HSED07,L000590
3684,HSED07,C001108
3685,HSED07,T000467
3686,HSED07,S001196
3687,HSED07,J000301
3688,HSBA13,B001281
3689,HSBA13,C001049
3690,HSBA13,G000553
3691,HSBA13,G000583
3692,HSBA13,G000581
3693,HSBA13,L000586
3694,HSBA13,P000617
3695,HSBA13,G000571
3696,HSBA13,A000370
3697,HSBA13,D000631
3698,HSBA13,G000587
3699,HSBA13,P000616
3700,HSBA13,W000812
3701,HSBA13,L000491
3702,HSBA13,M001195
3703,HSBA13,B001305
3704,HSBA13,K000392
3705,HSBA13,H001074
3706,HSBA13,G000588
3707,HSBA13,S001213
3708,HSBA13,G000589
3709,HSHA08,F000455
3710,HSHA08,B001251
3711,HSHA08,A000371
3712,HSHA08,D000619
3713,HSGO02,R000606
3714,HSGO02,M000087
3715,HSGO02,C001049
3716,HSGO02,W000797
3717,HSGO02,K000385
3718,HSGO02,G000585
3719,HSGO02,O000172
3720,HSGO02,P000617
3721,HSGO02,N000147
3722,HSGO02,R000614
3723,HSGO02,M001184
3724,HSGO02,M001187
3725,HSGO02,H001071
3726,HSGO02,C001115
3727,HSGO02,M001205
3728,HSGO02,K000395
3729,HSGO05,K000391
3730,HSGO05,D000623
3731,HSGO05,H001087
3732,HSGO05,K000389
3733,HSGO05,P000617
3734,HSGO05,T000481
3735,HSGO05,C001078
3736,HSGO05,C001115
3737,HSGO05,G000576
3738,HSGO05,C001108
3739,HSGO05,R000614
3740,HSGO05,M001205
3741,HSRU05,R000606
3742,HSRU05,S001206
3743,HSRU05,T000474
3744,HSRU05,D000623
3745,HSRU05,M000312
3746,HSRU05,B001248
3747,HSRU05,L000589
3748,HLIG06,S001185
3749,HLIG06,H001047
3750,HLIG06,H001064
3751,HLIG06,W000800
3752,HLIG06,M001185
3753,HLIG06,D000627
3754,HLIG06,W000815
3755,HLIG06,T000463
3756,HLIG06,C001062
3757,HLIG06,H001073
3758,HLIG10,H001047
3759,HLIG10,C001072
3760,HLIG10,Q000023
3761,HLIG10,H001064
3762,HLIG10,S001193
3763,HLIG10,K000391
3764,HLIG10,S001192
3765,HLIG10,S001196
3766,HLIG10,R000601
3767,HLIG10,T000463
3768,SSCM31,S001198
3769,SSCM31,B000575
3770,SSCM31,C001098
3771,SSCM31,F000463
3772,SSCM31,B001243
3773,SSCM31,L000577
3774,SSCM31,J000293
3775,SSCM31,Y000064
3776,SSCM31,S001217
3777,SSCM31,W000437
3778,SSCM31,M000133
3779,SSCM31,K000367
3780,SSCM31,B001277
3781,SSCM31,S001194
3782,SSCM31,U000039
3783,SSCM31,D000622
3784,SSCM31,S001191
3785,SSCM31,R000608
3786,SSCM31,C000127
3787,SSJU26,T000476
3788,SSJU26,G000359
3789,SSJU26,G000386
3790,SSJU26,C001056
3791,SSJU26,L000577
3792,SSJU26,S001197
3793,SSJU26,C000880
3794,SSJU26,B001243
3795,SSJU26,C001088
3796,SSJU26,L000174
3797,SSJU26,D000563
3798,SSJU26,W000802
3799,SSJU26,B001277
3800,SSJU26,H001042
3801,SSJU26,H001075
3802,HSBA01,C001061
3803,HSBA01,P000593
3804,HSBA01,H001047
3805,HSBA01,H001064
3806,HSBA01,S000344
3807,HSBA01,V000130
3808,HSBA01,G000583
3809,HSBA01,S001204
3810,HSBA01,M001209
3811,HSBA01,W000825
3812,HSBA01,L000562
3813,HSBA01,G000571
3814,HSBA01,G000586
3815,HSBA01,S001187
3816,HSBA01,K000210
3817,HSBA01,L000491
3818,HSBA01,W000816
3819,HSBA01,H001072
3820,HSBA01,E000294
3821,HSBA01,G000588
3822,HSBA01,R000612
3823,HSBA01,R000611
3824,HSRU02,H000324
3825,HSRU02,M001206
3826,HSRU02,S001205
3827,HSRU02,S001206
3828,HSRU02,M000312
3829,HSRU02,W000810
3830,HSRU02,B001248
3831,HSRU04,T000474
3832,HSRU04,P000593
3833,HSRU04,S001205
3834,HSRU04,M001206
3835,HSRU04,M000312
3836,HSRU04,L000589
3837,HSRU04,W000810
3838,HSSM26,C001121
3839,HSSM26,V000131
3840,HSSM26,H001085
3841,HSSM26,F000467
3842,HSSM26,K000394
3843,HSSM26,D000629
3844,HSSM26,B001306
3845,HSSM26,B001309
3846,HSSM26,H001082
3847,HSSM26,J000302
3848,HLIG05,C001072
3849,HLIG05,S001175
3850,HLIG05,Q000023
3851,HLIG05,C001091
3852,HLIG05,W000800
3853,HLIG05,M001185
3854,HLIG05,C001087
3855,HLIG05,C001062
3856,HLIG05,W000815
3857,HLIG05,S001192
3858,HLIG08,S001193
3859,HLIG08,S001185
3860,HLIG08,S001175
3861,HLIG08,C001091
3862,HLIG08,D000627
3863,HLIG08,K000391
3864,HLIG08,H001073
3865,HLIG08,C001062
3866,HLIG08,S001196
3867,HLIG08,R000601
